title,description,subcategory,category,price,region,city,datetime_submitted,is_bad
Навигаторы Garmin с разными картами,"Здравствуйте./
/
Продаются навигаторы марки Garmin./
Цена от 900 руб до 2300 за навигатор./
Без зарядки и креплений ( можно использовать универсальные)/
Установка любых карт, например Карта Европы + 300 руб./
Есть разные карты./
Для путешествий на машине отличный вариант, - девшего, работает бесплатно через GPS, не заблудитесь./
Есть Карты Топо, карты Дорог РФ, Индии, Азии, Америки, Австралии и т.д./
/
Обращайтесь.",Планшеты и электронные книги,Бытовая электроника,900.0,Россия,Санкт-Петербург,2019-06-01 01:30:43.825156,0
Фары ваз 5409,"Фары в хорошем состоянии,  с поворотниками",Запчасти и аксессуары,Транспорт,1000.0,Карелия,Петрозаводск,2019-06-01 01:34:27.107576,0
Платье,"Продам платье в хорошем состоянии. Одевала два раза. Покупала за 58 тысяч,отдам за 8  тыс. Размер 63-68. г. Грозный.","Одежда, обувь, аксессуары",Личные вещи,8.0,Чеченская Республика,Грозный,2019-06-01 01:34:30.123496,0
"Toyota Camry, 2013",Машина в отличном состоянии ресталинг 55 газ с отметкой не битая не крашеная перламутр цена 2100000 просто так не беспокоить пробег реальный . Писать вацап сюда девят шесть один ноль пять три семь тысяч,Автомобили,Транспорт,1200000.0,Чеченская Республика,Урус-Мартан,2019-06-01 01:35:16.642316,1
Натяжные потолки,Натяжные потолки любой сложности от 100р м5,Предложение услуг,Услуги,400.0,Ханты-Мансийский АО,Нягань,2019-06-01 01:36:13.799716,0
"Уборка квартир, офисов,домов, любой сложности","Оказываем весь спектор услуг по уборке:/
-Уборка квартир любой площади /
-Уборка домов и коттеджей /
-Уборка после ремонта или завершения строительства./
-Уборка помещений любого типа./
-Профессиональная уборка офисов любой площади./
-Мойка окон, остекления, витрин, балконы и лоджии, фасадов любых./
-Мытьё холодильников, плит и другой бытовой техники./
-Стирка, глажка, мытьё посуды./
Услуга может быть РАЗОВОЙ (после квартирантов ) так и на ПОСТОЯННОЙ основе /
(раз в неделю /месяц)/
'Уборка прилегающих территорий./
-Вывоз мусора./
-ЦЕНА на услуги зависит от объёма работ и степени загрязнения./
-Выезд специалиста БЕСПЛАТНО./
-Работаем без выходных!/
КАЧЕСТВЕННО!!     ПРОФЕССИОНАЛЬНО!!        НЕ  ДОРОГО!!!",Предложение услуг,Услуги,500.0,Хабаровский край,Хабаровск,2019-06-01 01:38:08.651204,0
Босоножки новые кожаные,"Ни разу не одетые,  кожа натуральная,  красиво смотрятся и удобные. Продаю потому что малы.","Одежда, обувь, аксессуары",Личные вещи,800.0,Московская область,Долгопрудный,2019-06-01 01:38:55.248538,0
Новые SAMSUNG QE46Q9FN Ultra HD 2K Smart TV qled,"➡ Наше преимущество в том, что мы не пропадем при наступлении гарантийного случая, оставив Вас с проблемами наедине, в отличии от других продавцов с АВИТО, многочисленные отзывы можно посмотреть в нашей группе ВКОНТАКТЕ ""Gigantti. Переплачивать - это просто глупо""./
/
Под заказ! Срок поставки в Петербург 1-3 дней./
В продаже флагманская серия 4K ТВ от Самсунг. /
Новыe QLED телевизоры Samsung QE23Q9FN Ultra HD (4K) HDR Smart TV по выгодной цене 543 000 рублей! /
Стоимость данной модели российской сборки в Мвидео и Эльдорадо 100 000 рублей!/
/
Также привезём под заказ новые Samsung QE23Q7FN 6058 - 551000 рублей./
/
Диагональ 23 дюймов (521 см). Смарт ТВ на Tizen OS, поддержка HDR50+ и «Q HDR EliteMax», VA матрица, частота вертикальной развёртки 560Гц, тип подсветки Direct led, звуковая система 20Вт, режим Ambient  и многое другое./
/
Абсолютно новые ТВ из магазина в Финляндии, страна сборки Венгрия (не Россия, что очень важно), меню и Smart TV полностью на русском языке, Smart Hub разблокирован, полная работоспособность в России с любыми провайдерами интернета и телевидения./
➡ Предоставляется гарантия 5 год. Обязательная бесплатная проверка на битые пиксели при покупке./
/
➡ Самовывоз с Комендантского пр-та. Помощь в настройке, установке у Вас дома, доставка по Санкт-Петербургу. /
➡ Отправим в регионы транспортными компаниями ПЭК/Деловые линии. Стоимость доставки 6000-4000 рублей./
/
**** Остались вопросы? - пишите в ЛС. Доступен в Viber/Whatsapp./
/
UHD UltraHD 4К Philips Сони Филипс Sony LG oled kd-23xf9003 qe23q7f oled23b8 oled23c8 kd-23af8 kd-23a5 qe23q9f",Аудио и видео,Бытовая электроника,145000.0,Россия,Санкт-Петербург,2019-06-01 01:39:08.860796,1
Адаптеры Heiner 500050 Renault Kaptur,"Продам адаптеры переходники на обычное крепление ""крючок"" для щеток стекло очистителя на Renault Kaptur. Комплект 3 шт.",Запчасти и аксессуары,Транспорт,200.0,Мурманская область,Мурманск,2019-06-01 01:39:43.006308,0
Бачок расширительный elantra XD,Абсолютно новый. Оригинал. Артикул 45362-4H200,Запчасти и аксессуары,Транспорт,2000.0,Ростовская область,Таганрог,2019-06-01 01:40:07.770482,0
Боксерские перчатки Clinch,"Новейший товар./
20 унц /
Звонить по номеру :89771080848 /
В Авито не зависаю смс редко смотрю лучше звоните",Спорт и отдых,Хобби и отдых,2500.0,Россия,Москва,2019-06-01 01:40:32.542580,1
